,Tweet_punct,Emotions
2585,"breaking coronatnupdate   new cases in tn on june th coronavirus positive cases in tamilnadu total    

covid covidindia coronaoutbreak coronaintn coronavirus corona galattacares",0
2586,"kerala  new cases amp  people recovered

covidindia",0
2587,quick question poojanews tamal sreyashidey iamsumande moupianandy ptinews vineetruia ishadrita swatigs has firhadhakim aitcofficial mamataofficial officially relinquished control to bjpbengal they are clearly absent from anything to do with covidindia httpstcowqrpyocyu,0
2588,as drrpnishank also suggested please revisit your foundational guidelines students are future of this nation they shouldnt be treated like some scapegoats lucknowuniversity noexamsincovid covidindia covid httpstcokpqyrsdppx,0
2589,"as on june pm
new cases
recovered
deaths
total covidindia counts
confirmed
active
recovered
deaths",0
2590,the right information on covid is key to fighting the pandemic plan india has been actively working on the ground and has raised awareness in  villages to know more about planindias outreach visit httpstcolirzccyrg covidindia httpstcovjuzxxkv,0
2591,"how can we help mcgmauthorities to fight covid  

every housing  society may voluntarily prepare the list of residence and do oxygen  and temperature check and furnish the report to authority online  it would be easier faster and effective to trace covidindia",0
2592,"tamilnadu  covidindia   june 

        huge new spike today

◆  tn  
◆  total cases   
◆  chennai  
◆  todays deaths  

tncoronaupdates coronavirusindia",0
2593,"nrl directortechnical bhaskar jyoti phukans air interview talks about nrls role tackling employment amidst the covidindia crisis heres the broadcast interview

httpstcopkdauycm

harekkaamdeshkenaam petroleummin dpradhanbjp cmofficeassam airnewsghy httpstcoangssujg",0
2594,why shripadynaik is not cooperating with achbalkrishna pypayurved  do they have any other cure of covidindia  if yogrishiramdev is trying to help our nation they are interrupting him is moayush playing in the hands of drug mafia pls intervene pmoindia narendramodi httpstcodmretnab,0
2595,corona count in small countries around india are less except india and pakistan narendramodi cmotamilnadu bjp pmoindia covidindia,0
2596,"hrdministry drrpnishank sanjaydhotremp nitiaayog pibindia mygovindia pmoindia narendramodi officeofsdhotre sir pls postpone or cancel jeemains 
were frustrated now because of you 
why are you ignoring us studentslivesmatters 
jeemain 
neet 
noexamsincovid 
covidindia",0
2597,"please inject avdhut with covid  virus then treat him with coronil of patanjali
if he gets cured we get a live demo

if not file case on patanjali and avdhut for misleading people 😜
patanjali
covidindia httpstcoisqoaxefdt",1
2598,i expected modi govt will handle corona well but i got disappointed by bjp performance and they do other things by taking advantage of lockdown that is not good learn from best countries who controlled corona efficiently narendramodi cmotamilnadu bjp pmoindia covidindia,0
2599,restricted movement of persons of containment zones allowed for a limited period on th and th june  saturday and sunday for purchase of essential items assam government covidindia httpstcocqqmpg,0
2600,please please please declare neet  and jee mains  dates soon dgnta drrpnishank   hrdministry nta neetpostpone neet jeemain postponejeeneet rameshpokhriyal covidindia coronacrises july bjpgovernment,0
2601,"⃣⃣⃣⃣⃣⃣
highest no of samples tested so far in india on june  

indiafightscovid indiafightscorona covidindia httpstcokoaoiogs",0
2602,hopes still alive for everything to settle lockdown lockdownextension covid covidindia homebound httpstcobjlogilp,1
2603," new covid cases in up death toll 



live updates 
httpstcoilbkadlnjv
coronaviruspandemic covidindia covid coronavirusindia",0
2604,hopes still alive for everything to settle lockdown lockdownextension covidindia home httpstcowotmafqo,1
2605,compare yourself with best not worst if you compare  with worst then it will become worst than now why modi is comparing worst hit countries he should compare india with best countries like new zealand to control corona narendramodi cmotamilnadu bjp pmoindia covidindia,0
2606,"newsalert 
delhi    a serological survey will be conducted across delhi between june  and july  and samples of  people will be tested for covidindia",0
2607,"neetpostpone pmoindia hrdministry  covidindia educationminister nta 
postpone or give us some opportunity too for our exams we are also students we also want to know about it please inform us about neet and jee exams 
hrdministry 
drrpnishank 
pmoindia",0
2608,"due to covidindia travel restrictions of scheduled international commercial passenger services fromto india shall remain suspended till hrs ist of th july 
this restrictions are not apply to allcargo operations amp flights specifically approved by dgca  httpstcocerrsqkxn",0
2609,"total lockdown in guwahati city from sunday mid night for  days
yogiadityanath uttarpradesh also needs a total lockdown covidindia brajeshlive",1
2610,dr ashutosh raghuvanshi stresses that negative media coverage of doctors and hospitals it is like pulling down soldiers during a war healthcare india covidindia impact,0
2611,"also in economictimes vrishtibeniwal covidindia

httpstcohbvnckzl",0
2612,true fridaythoughts covidindia httpstcoctgsprynx,1
2613,be safe  wash hands washyourhands covid covid besafe covidindia httpstcogifitecjl,0
2614,rahulgandhi rahul i want to listen a lot of things from you can you connect me i just want to a few simple questions if you really have the guts join me on a video call incindia indochinafaceoff covidindia congressinsultsarmy,1
2615,"amidst spike in covid  cases wbhomeent  
has postponed the release of hollywood muchanticipated tenet directed by christophernolan to august the studios had earlier pushed the worldwide release date from july   tenet covidindia movies 
httpstcoelpfcnwhp",0
2616,"what would be come next
unlock  or lockdown 
covid
covidindia 
lockdown
unlock 
chinavirus
chinesevirus
wuhanvirus
coronavirus 
coronavirusoutbreak 
chinaliedpeopledied",0
2617,"ndtvindia 
covidindia 
nstv should work on making 
the plasma therapy  freely available and on time especially ro cormorbid patients as you said redtape is blocking the use of it",0
2618,"we congratulate young innovators on their success amp contributing to indias fight against covid

covidindia covid indiafightscovid nasscom emergingtech emergingtechnologies sanitizer sanitizing raebareli coronavirus cisco ciscothingqbator tqb",1
2619,dr raghuvanshi is optimistic about recovery of tier  hospitals business case for specialized services will not move to tier  overnight healthcare india covidindia impact,0
2620,private hospitals are turning their back to cghs beneficiary for covid treatment for obvious reasons they want to make money govt needs to take strict action against such hospitals covidindia speakupindia,0
2621,pawan mocherla says globally in china also tier  and tier  hospitals rebounded backtier  large facilities were not accessible due to lockdown and fear of large number of patients healthcare india covidindia impact,0
2622,"we thank you for attending the discussion on unlocking revival strategies as businesses gear up to function in the newnormal our enterprising team is empowered to advise on all your realestate needs covidindia 
learn about our expert services httpstcoszbjbmj httpstcopppgahha",0
2623," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstconcmatllyeo",1
2624,"chouhanshivraj promotemedicalstudentsmp 
mpmsu studentslivesmatter covidindia medical students waiting for your decision jmscindia nsui abvpvoice republic aajtak ndtv indiatvnews",0
2625,ameera shah doesnt believe that diagnosis is moving to home as projected by digitalhealth advocates or tellemedicine what is happening on the ground is move from unorganised to organised quality is getting importance in pathology healthcare india covidindia,0
2626,"delhi covidindia 
need bve blood plasma from covidrecovery patient
number of units 
illness corona
at jaipur golden
contact 
via 
jeasbe 
bloodpointorg bloodmatters",0
2627,"the only difference is that here we are taking our families to war with us
covidindia covidwarriors
httpstcoiauubzzg",0
2628,"since unlock public is regularly going against the socialdistancing and avoiding the rules of covidindia  going against rules can lead to heavy spread of corona soplease itmy request follow the rules and stay safe hemantsorenjmm jharkhandcmo jharkhand 
jhpolice httpstcojxcdbeyom",0
2629,"spam alert dont click everything you get

covidindia 
coronavirus 
email
spam httpstcocnoyxf",0
2630,"training management with nitso hrms get a free demo httpstcokolgfchs 
nitsohrms hr humanresources hrsoftware humanresourcemanagement payroll attendance recruitmentmanagement payrollmanagement payrollsoftware covidindia stayhomestaysafe workfromhome httpstcoolejfwdhlx",0
2631,still awaiting reply  why is the cmoguj commissionersmc vijayrupanibjp pmoindia amitshah  not responding to reasons of  fatality in gujarat why tests are low gujarat is on an open leash no on carescovidindia,0
2632,"yesterday got my realme buds air from flipkart and although its showing the return window to be closed after nd july i cant return them and theres no sign of any customer support from flipkart seriously what is this kalyank 
flipkartworstservice
covidindia covid",0
2633,ameerashah trained manpower and space required for pcr tests were a limiting factor in getting covidindia diagnostics,0
2634,"it is not like we should succumb to governments decisions
instead of protesting people should help goverment in demarcating the pandemic
indian government is not untenable instead they are lucrative to toppled the pandemic
covidindia
toiindianews 
danikjagaran 
pmoindia",0
2635,"total coronavirus cases in india
deaths
recovered
click on below link to know more👇
httpstcolqetifqgk

corona covidiots covidindia covidupdates covid covid covidisgettingcloser indiafightscoronavirus indiafightscovid pib httpstcofjfnfndj",0
2636,ameerashah talks about the drop in diagnostic services after lock downit has been challenging meeting state and central expectationsnot well planned in the country healthcare diagnostics india covidindia now things are settling down,0
2637,"a sanitizer and a mask must 
spreadawarenessnotcovid covidindia httpstconapvqvwm",0
2638,"coronavirus exists
private hospitals be like  

covidindia coronaupdatesinindia coronavirus coronawarriors httpstcoteunyaey",0
2639,"odisha covid daily report  june

odisha reported  new positive cases of covid and  recoveries today increasing the states tally to  cases including  recoveries and  deaths

follow timesdemocracy for fastest covid updates

covidindia covid httpstcoqaxtbz",0
2640,"uttar pradesh corona daily report  june

uttarpradesh reported  new positive cases of covid today increasing the states tally to  cases including  recoveries and  deaths
 
follow timesdemocracy for fastest covid updates 

covidindia httpstcocwpyivosk",0
2641,as part of covidindia relief measures the various due dates for filing the incometax returns for the fy  ay  stand extended to  november  for all types of taxpayers mastermindfinancialadvisory saarthizaroorihai livemint timesofindia thetribunechd httpstcouaungph,0
2642,"celebrating yearofindrunetrunaalai
ravikumardir thevishnuvishal
karunakaran miageorge hiphoptamizha
icvkumar vasanthdop   leojohnpaultw
vincirajnc hiphoptamizha thinkmusicindia hht covidindia 
design by  tkthanush httpstcoarrsxorr",1
2643,"tseamcetpostpone 
due to day by day increase in the cases of covidindia  specially covidtscasesghmc must take precautions as there is nothing important then once life and students are only the future for our country so a request to ghmctschekcr postponetseamcet",0
2644,"letsstaylogical thestud indiraperumal dgnta you are aspiring to be a doctor or a propagandist all conjectures to prove your point right as if no one was getting infected or died before covidindia 
donotpostponeneet
dontpostponeneet",0
2645,"does your child hate wearing facemasks read this

httpstcohlljaedwp

masks covidindia parenting httpstcokebtoxiaox",0
2646,"some important updates on covidindia

»recovered cases exceed active cases by more than 

👉recovery rate improves to  

👉 patients cured so far  in last  hours

👉 samples tested so far

indiafightscorona
pandajay",0
2647,why now n then any leader visits war rooms while it shows they care but from video it looks like social distancing goes on toss they should understand seriousness covidindia cmomaharashtra pmoindia httpstconbyltxo,0
2648,"very accurately summarised👍🏻💯
dramulyagupta manrajsra 

covidindia indiafightscorona httpstcowfpgwzvcm",0
2649,"modistrongestpmever  we are  in asia we are in top  across the world

covidindia modimadedisaster modifailsindia bjpfailsindia bjpfakenewspandemic httpstcoroahkekri",1
2650," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstcopqjchpkzqq",1
2651,"imppa writes to state govt for covid testing of all the workers

read our story on it httpstcoaebusowh

covid covidindia httpstcobcadoxdcf",0
2652,thinkmd talking about the high cost of critical treatment and how telemedicine can be an intervention to bring this cost down telemedicine in criticalcare covidindia httpstcochunrrhp,0
2653,"bangladesh hav their own govt to handle the situation
we should have to see the indian figure of covidindia httpstcodlbgnza",0
2654,"corona disinfection sanitization   bangalore
call us now at   and 
visit httpstcolhvcywa
corona covid  sanitize virus covid indiafightscoronavirus indiafightscovid who covidindia coronaisnotajoke bangalorerains httpstcouzptqlmaga",0
2655,"trendlines of districts in tamilnadu outside chennai

pic  top  districts in covid fatalities 
pic  top  districts in covid cases
pic  day case growth   top  districts
pic  cases per million top  districts

data as of th june
covidindia tamilnadu httpstcosxgukxg",0
2656,narendramodi narendramodiin pmoindia amitshah hmoindia mohfwindia drharshvardhan lockdown must be extended two months more till august as the cases of deaths amp fresh infections are increasing day by day like usa lockdownextension covidindia lockdown,0
2657,"coronaupdatesinindia   deaths and  new covid cases reported in last  hours 
positive cases in india stand at  including  active casescureddischargedmigrated amp  deaths



 covidindia indiafightscorona httpstcomrhfou",0
2658,"complete lockdown of guwahati  city from th june midnight for  days the much needed move hoping for the best 

breaking breakingnews northeast  northeastindia  covidupdates covidindia covid",0
2659,my story todayhiring for ceo md picks up as companies look for tough leaders httpstcoddyivaoe via economictimes covidindia,0
2660,"ktu 🤧 such an irresponsible university conducting exams in this pandemic condition for the sake of profit and cheap publicity

covid covidindia calloffktuexams",0
2661,"unchanged banks scheduled staff transfers amp logistics shifting at the edge of human life risk 
why a risky business in covidindia
upgovt ufbuindia chiefsecyup theofficialsbi
httpstcopwxgqvsqrk",0
2662,"covidindia 

testing this idea out further with the smoothed  day average daily tests and daily deaths reported by states the code still requires a bit of work

theres a discernible difference though between states that are increasing testingtesting early 
 httpstcobcyxkvog",0
2663,"there are many similarities between narendramodi and arvindkejriwal 

narendramodi arvindkejriwal coronavirus delhi pr management selflove feku liars indiafightscorona covidindia",0
2664," june 
projection of covidindia

using confirmed cases up to yesterday
▪️horizontal axis is the sequential day number starting with day  on st jan
▪️solid line is forecast
▪️○ are cases
▪️⭕️ are cases used to predict
 
not always hit the mark fyi
covidindia httpstcoqhzkycuvq",1
2665,this pandemic also proved a separate tamil country will be a huge failure incompetent state government tamil peoples thug behaviour no enough funds in state treasury all shows how misery is tamilnadu covidindia tamilnationalism,0
2666,gujarat tops the chart in fatality ratio covidindia covidinfographics httpstcobijwsckjcp,0
2667," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstcojndofbwy",1
2668,and to your suprise ctet got postponed which was going to be held on th july  but no action has been yet taken for gat b  which will be on th june  seems like students life worth less or not at all postponegatbandbet covidindia covidchennai httpstcoojdbfavl,0
2669,no action has been yet taken for gat b  which will be on th june  seems like students life worth less or not at all postponegatbandbet covidindia covidchennai httpstcohmidfezm,0
2670,icicibankcare icicibank how do u manage to ensure such pathetic service ur systems dont work neither ur executives then how are operating now lets blame coronavirusindia coronavirusoutbreak covidkarnataka covidindia,0
2671,"and what did mrrajiv bajaj say in his interview with mr clown prince that we have flattened a wrong curve  lol😅😅
timesnow 
rajivbajaj 
covidindia 
economy httpstcoofcgxgsb",0
2672,"tap below to read this paper by experientialdr anantbhan divyarrs dlbose and netshrink in indjmedethics 

httpstcobvrsgi 

covidindia covid",0
2673,"i guess what people of europe experienced during worldwar ii we would start seeing by mid august  which could go on for  months to get back to a semblance of normalcy in daily life
economic recovery is years away
covidindia 
this is not a doomsday prophecy",0
2674,"shamikaravi ktrtrs no point tagging him in such tweets he and his party are just blind to feedback and difficult questionsgive a compliment or ask a silly thing he will be the first to jump in and grab some pr trsfaileditspeople
ktrforpr
 covidindia
maatalacm
sardesairajdeep kvishreddy",0
2675,"savegtustudents 
 k cases per day
  rank of india worldwide covidpandemic 
  rank of gujrat state covidindia 
still gtu will take a exam nd july
savegtustudents 
give merit based promotions to stdnavinsheth gtuoffice ugcindia nsuigujarat gtuexam gtu",0
2676,"around  doctors from capf amp paramedic will manages this biggest centre named as sardar patel covid care centre amp hospital
the administrative support will be provided by the south delhi district
itbp took over this facility on june 
covidindia 
hmoindia httpstcohnnjikukf",0
2677,"director general of itbpofficial s s deswal today visited covid care centre at chhatarpur in new delhi
itbp has provided fully operational medical teams to the covid care centre covid covidindia httpstcowgwimqr",0
2678,"fantastic move by gotn rakri nis comes under moayush 

flattenthecurve covidindia 

httpstcoqbwqsrbvc",1
2679,time to get back the lockdown  exponentialgrowthcases covidindia,0
2680,"auction of the jetairways office is gaining a lot of interest located in the godrej bkc building in bandra kurla complex
covidimpact covidindia auction realestateinvestment commercialproperties

httpstcomtrkceqj",0
2681,amitshah i wish we had a home minister whod conduct daily press briefings to assess the covid situation and not bully state gov led by the opposition parties and blame it all on a party thats not even in power escapist stop bringing up what happened  years ago covidindia,0
2682,"we saved more in other way 🤔🤔🤔 coronavirusindia covidindia
lockdown in india lockdown cuts road deaths by   india news  times of india httpstcoivlulrrrz",0
2683,"itbp dg ss deswal visiting the biggest makeshift covid care centre at chhatarpur in south delhi
itbp took over the management of this centre with  bed out of which  bed are likely to be operative from today
covidindia
hmoindia 
itbpofficial httpstcodamufzoqsp",0
2684,"flyspicejet 
i have ticket for thpatnadelhith july delhipatna but due to current pandemic program is cancelled now
is any possibility to reschedule ticket in upcoming months with charges of difference amount only or credit shell 
plz confirmcovidindia",0
2685,"auction of the jetairways office is gaining a lot of interest located in the godrej bkc building in bandra kurla complex
covidimpact covidindia auction realestateinvestment commercialproperties

httpstcorwemwafk",0
2686,"covidindia ayurveda 
asymptomatic covid patient’s can be treated with purely ayurveda medicines and proper helathcare measures at home itself  consult your nearest competent ayurveda doctor  stay isolated and stay protected ",0
2687,"delhi covidindia 
 inderjeet passi
blood groupany group 
plasma covid  recovered patient 
hospitalsir gangaramdelhi
attendantdeepti 
co 
twitterforgood
delhi covidindia covidnewsbymib blooddonorsin bloodsevaindia  sakshivadhera delhifightscorona",0
2688,"top  affected states mhtndlgjup vs all other states

th june vs th june
covidindia shamikaravi httpstcobqxxkdbno",0
2689,"andhra pradesh covid detailed report  june

andhrapradesh reported  local cases  cases from other states amp  foreign case in the last  hours while  patients recovered in the same period total cases in ap stands at 

covidindia covid httpstcojocmdbscs",0
2690," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstcouvfljddk",1
2691,"yet another addition to the series of exemplary initiatives taken by the government to combat the covid pandemic
ysjagancares 
covidpandemic 
covidindia 
ysjagan arogyaandhra ysrcparty mekapatigoutham httpstcoixlsmoshu",0
2692,"in view of communitytransmission assam govt imposes day complete lockdown in guwahati from june  midnight till july  vegetable amp grocery shops all business establishments to remain shut only hospitals amp pharmacies to be open  himantabiswa

covidindia",0
2693,"a sudden realization i did not see paper money for last three months as either im comfortably stuck in my room or doing all payments cashlessly owed to social distancing
covidindia quarantine lockdown",0
2694,"andhra pradesh covid daily report  june

andhrapradesh reported  new cases of covid in the last  hours while  patients recovered in the same period total cases in ap stands at  incl other cases

 covidindia covidindia httpstcoluanlvuj",0
2695,"never trust china
never forgive china that caused coronavirus outbreak that killed  cost millions of jobs and shut the world down
china lied about covid and infected the world
china even sold fake medical supplies
covid
coronasverige covidindia ccpvirus",0
2696,"those who have followed prof shamika ravi’s daily updates will understand that the case doubling rate of  days is a sign that india as a whole is flattening the covidindia curve 

now if only the top outlier states dl mh and tn can get a better grip on the situation httpstcofxsgadnhei",0
2697," new covid cases and  more death reported in andhrapradesh in past  hours

 cumulative  till date smple tested by the state in a single day

total 
discharged 
death 
active  andhrafightscorona coronavirusindia covidindia httpstcojsxmcndzd",0
2698,"till friday morning agra reported two deaths and  fresh cases the total number of deaths now stands at  while the total number of cases has gone up to  of these  have recovered and been dischargedcovidindia
httpstcogyifcorh",0
2699,"coronavirus another lockdown period likely

httpstcobbayqsdau

indiafightscoronavirus covidindia covidupdates coronavirusindia coronaupdateindia",0
2700,"owing to the dedication commitment hospitality  and repeated briefing of inmates the commuñity quarantine centres manned by the communities csos amp volunteers are by far better than the institutional qcs managed by the govt departments
covidindia adminccpur gingangte",1
2701,"haryana government has fixed the charges for covid treatment in private hospitals between rs  to  per day
it varies according to seriousness amp facilities

haryana covidindia
gurugram covidindia covid httpstcojyxgkwwxfq",0
2702,"pakistan total cases around  lacs
india total cases   lacs  

population wise  times n corona testing wise also  times  n cases wise  times only 

so comparatively infection spread is lot lot more in pakistan

covidindia covidpakistan 
coronavirusinpakistan",0
2703,"telanganahidescorona kcrmustanswer telanganart covidindia tsgovtfaileditspeople kcr telanagana 

our developed state model telanganacmo thehinducomment telanganatoday httpstcomboviurbc",0
2704,"pan indian lockdown to be imposed from july st week 

hintsourceindian railways
lockdownindia 
covidindia",0
2705,priyankgupta priyankagandhi actually priyankagandhi is unable to realise that if her brother would have been the prime minister then the covidindia situation would’ve been even worse because rahulgandhi would have been busy being the joke of the nation and getting trolled about his stupid comments httpstcokxzbqk,0
2706,"httpstcogyornvxlf

like and suscribe on youtube  upsc
ssc railways trendingtopic covidindia covidisgettingcloser covid covidaus indiapushesbackchina indiachinaborder indianarmyzindabad indiachinastandoff india",0
2707,"good hygiene makes your home safer

lets defeat coronavirus by maintaining good hygiene both at home amp office

indiafightscoronavirus  covidindia wearamask facemask washyourhands sanitizer disinfectant staysafe coronaviruspandemic covid httpstcoynucrpuo",1
2708,this is how up is fighting against covidindia 🤦‍♂️🤦‍♂️🤦‍♂️ httpstcobmjbogwh httpstconikpygjksc,0
2709,"top  most affected districts
th june vs th june
covidindia httpstcogomlmfs",0
2710, of india population currently infected with n fighting the virus indiafightscorona covidindia covid,0
2711,"dailyupdate covidindia 
as the total number of cases rise the growth rate of active cases    so doubling in  days httpstcoqxfgidn",0
2712,this is how corona is being managed by mumbai and delhi🤔 covid covidindia httpstcotosqythn,0
2713,nenanthe hello the unroll you asked for shamikaravi how is telangana doing covidindia statehealth  ts has the th highest total case load in india… httpstcowbvqgyntk have a good day 🤖,1
2714,"till date  police personnel have been tested in una district hp two police personnel have tested positive till date however our covid warriors have stood by the moto duty before self and will continue to serve

himachalpolice unadistpolice 
covid covidindia",0
2715,"nehru ji telling the truth himself 🤪

pmnrf aatmanirbhar petrolpricehike covidindia httpstcoplnoioqe",0
2716,"to all those who doesnt take this seriously 🙄

coronavirus wearamask safety covidindia neverendingemotions

httpstcocqydhhtdpw httpstconlqjrjpp",0
2717,"its not important that we have enough beds to fill in patients because we should make sure that the people shouldnt get filled in ie arent affected
prevention is better than cure 
covidindia karnataka zero",0
2718,"the magic number is zero
not less than mumbai not less than tamil nadu
its zero
covidindia karnataka zero",0
2719,"trump wheres ramdevcoronacure 
😂😂
babaramdevलुटनाबंदकरे babaramdev covidindia 
bjpbetraysourjawans congress httpstconmcdkxll",0
2720,"community transmission phase 
covid covidpandemic covidindia",0
2721,long queue waiting to get their so called moratorium amount waived fraud idfc idfcfirstbank fraudidfc unnecessary charges in pandemic unbearable idfcfirstbank covidindia httpstcozyucagmkd,0
2722,"wtf is going on  still no update are you fking kidding me really really frustrated never seen such a stubborn dumb authority lost my patience 
noexamincovid 
postponeneet 
covidindia 
neetpostpone 
neet",0
2723,"corona disinfection sanitization   bangalore
call us now at   and 
visit httpstcolhvcywa
corona covid  sanitize virus covid indiafightscoronavirus indiafightscovid who covidindia coronaisnotajoke bangalore httpstcouolrcxj",0
2724,"cbi searching ratul puri father deepak puri others in connection with fresh case of rs  crore fraud in pnb involving moser baer solar ltd

agency officials wearing ppe kits while conducting searches as a precaution in the light of covidindia",1
2725,"a tahsildar in cuddalore came across an epass application  to cuddalore on grounds of marriage
the aadhar card of the applicant the bridetobe herself showed that she was born in 
he grew suspicious and eventually averted a child marriage covidindia httpstcoqfzwwfldy",0
2726,"a map prepared by csirneeri mumbai showing covidー cases in maharashtra th june 

maharashtrafightscorona medicalmaharashtra medd coronaupdatesindia unlockingindia mumbaifightscovid stayhomestaysafesavelives covidindia  unlockindia beginagain httpstcoenwoyqd",0
2727,"mumbais population is more than delhi 

delhi is doing k tests a day mumbai is doing k

lets not be happy about those numbers covidindia",0
2728,csjmuagainststudentlife due to current situation covidindia there is no chance to complete our examination its danger for our life so plz promote us promotestudentswithoutexams hrdminister upgovernment,0
2729,"with entire telangana crippling in a cluster of covidwondering hw ppl are daringly roamin wo basic preventionsampenjoyg as if ther is no pandemic bt a rainbw aftr a hard rainfall cant understand ther insanity
covid covidindia savetelangana",0
2730,"new proverbs 😍😷👏🏻

covidindia coronaupdates lockdownextension httpstcoyvxbnr",0
2731,shootings for tv shows resume httpstcosykwbkji via digantaguha lockdownextension covidindia tv,0
2732,"teensthack 

mrluv agarawl 

pyre luvjiiiii🌹🌹🌹🌹🌹🌹🌹🌹
is our guest in ahmedabad😂😂😂😂

today pressbriefing in ahmedabad amc 
covidindia 
covid 
covidpandemic 
pressbriefing 
breaking 
breakingnews httpstcobywxsiqob httpstcozplksyie",0
2733,"daily bath avoid corona

covidindia",0
2734,"coronavirus is this indias answer to the growing pandemic

httpstcowwmzesynw

indiafightscorona indiafightscovid coronavirusindia coronaupdatesinindia covidindia covidindia",0
2735,"a map prepared by csirneeri mumbai showing covidー cases in india th june 

coronavirus maharashtrafightscorona medicalmaharashtra medd coronaupdatesindia unlockingindia unlock mumbaifightscovid stayhomestaysafesavelives covidindia unlockindia httpstcoueoleydw",0
2736," successful ongoing project feed the hungry a big thankyou to all supporters amp volunteers and a big big thankyou to hydcitypolice who supported amp appreciated our work

psf  feedthehungry covidindia covidー covidindia reliefwork …… httpstcotamiqns",1
2737,"in the last  hours the united states brazil and india have reported almost  new coronavirus cases

🇺🇸  new cases
🇧🇷  new cases
🇮🇳  new cases india covidindia tamilnadu subash",0
2738,savegtustudents imbhupendrasinh vijayrupanibjp  studentlivesmatter covidindia what kind of inhuman behaviour is this by vc  this is unacceptable please take a look at this matter  who will be responsible if a student get covid vc why cant gtu promote students httpstcofworqchk,0
2739,reminder himssindia webinar talk show on th june at  pm ist diagnostics india covidindia httpstcokboeannsw,0
2740,"what an incredible story dharavi covidindia 
how an indian slum became an unlikely covid success story httpstcobtrekbjmi",1
2741,"httweets no doubt  whole world is just filled with shitty people 
if u morons want to die then die bt dont be a reason for someone else death who are strictly following govt guidelines

shame covidindia",0
2742,"covid covidupdates covidindia 
report of  june 
reference website covidindia worldometers httpstcooluwsbobr",0
2743,mayakadosh good luck indiafightscorona israel covidindia,1
2744,"give peoplepopulation the time in advance and we should be back together stronger
pmoindia
 narendramodi
 cmoguj
 vijayrupanibjp
 
covidindia 
zealshah
zeekalak
vtvgujarati
gstvnews
tvgujarati
abpasmitatv
sandeshnews",1
2745,"give peoplepopulation the time in advance and we should be back together stronger
pmoindia
 narendramodi
 cmoguj
 vijayrupanibjp
 
covidindia 
siddholakia
abpnews
isudangadhvi
navgujaratsamay
sandhyapanchal
jdchaudhary
anjleenamacwan
pinakshukla",1
2746,"god  upon creating the first two humans  production deployment successful 😍

god a few thousand years and a few trillion bugs later i was wrong time to redeploy 😭  covidindia pandemicpedagogy  coronavirus",1
2747,drrpnishank only drrpnishank kara sakta hai exam cancel meritbasepromotion cancelfinalyearexam gtu gujarat  covidindia,0
2748,drrpnishank only drrpnishank kara sakta hai exam cancel meritbasepromotion cancelfinalyearexam gtu gujarat  covidindia,0
2749,drrpnishank only drrpnishank kara sakta hai exam cancel meritbasepromotion cancelfinalyearexam gtu gujarat  covidindia,0
2750,drrpnishank meenubagla cyient krishnabodanap iamnkarthik only drrpnishank kara sakta hai exam cancel meritbasepromotion cancelfinalyearexam gtu gujarat  covidindia,0
2751,drrpnishank only drrpnishank kara sakta hai exam cancel meritbasepromotion cancelfinalyearexam gtu gujarat  covidindia,0
2752,drrpnishank narendramodi amitshah pmoindia hmoindia hrdministry mygovindia transformindia pibindia mibindia ddnewslive only drrpnishank kara sakta hai exam cancel meritbasepromotion cancelfinalyearexam gtu gujarat  covidindia,0
2753,"pmoindia do you think how much population of india  crores  is following rule to  wearamask  keep do gaj doori to safe life from the corona

modifyingbharat 
socialdistancing 
handwashing 
covid
covidindia 
amitshah 
myogiadityanath  
coronil",0
2754,drrpnishank narendramodi amitshah cbseindia only drrpnishank kara sakta hai exam cancel meritbasepromotion cancelfinalyearexam gtu gujarat  covidindia,0
2755,"grab your jetsteal deal now 
book your ticket at httpstconscnav covid covidindia covidsafetymeasures coronavirusinindia precautionsforcoronavirus begumpet vijaywada privatejetcharter privatejets emptylegs charterplanes grabthedeal jetsetgoindia httpstcojewhelsv",0
2756,"differences between aajtakmaafimaango and covidindia 

newsnation coronavirusupdate httpstcombhdsfcjn",0
2757,gyaan gyaan bas gyaan  still people are search bed to get hospitalized not enough grocery no money still this man is ready to accept modisarkar uttarpradesh covidindia indiafightscovid cmomaharashtra maharashtra httpstcogqebtvfkhp,0
2758,"how breaking hierarchies and healthy work environment led chief intensivist dr darshana rathod and her teams hospital stint enjoyable even during the pandemic httpstcobapprzll  by kunaljp 

rfhospital frontlineheroes covidindia httpstcohhmfpwni",0
2759," is so tough board exams failed
covidindia cbseindia",0
